鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
西屯區,房地(土地+建物)+車位,市政北六路1~30號,36.33,都市：其他:第六種新市政中心專用區,,,1100303,土地1建物1車位2,六層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980917,607.12,3,2,4,有,有,85000000,140005,坡道平面,33.1,0,,RPVQMLPLLHGGFCB18DA,333.12,52.49,0.0,,
西屯區,房地(土地+建物),黎明路三段301~330號,6.65,都市：其他:第二種商業區,,,1100225,土地1建物2車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,49.650000000000006,1,0,1,有,有,3100000,62437,,0.0,0,,RPQNMLQLLHGGFCB47DA,28.5,5.6,0.0,,
南屯區,房地(土地+建物)+車位,文心南二路391~420號,18.56,都市：其他:第三之一種住宅區,,,1100117,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830818,158.03,3,2,2,有,有,11700000,74037,坡道機械,0.0,0,,RPSNMLTLLHGGFCB97DA,104.59,14.67,0.0,,
西屯區,房地(土地+建物),至善路121~150號,20.21,都市：其他:第三之二種住宅區,,,1100312,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831209,77.98,2,1,1,有,有,5300000,67966,,0.0,0,,RPTNMLPLLHGGFCB67DA,47.89,9.93,0.0,,
西屯區,房地(土地+建物)+車位,逢甲路211~240號,23.41,都市：其他:第三之二種住宅區,,,1100309,土地1建物1車位1,十四層，夾層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880506,197.72,5,2,2,有,有,14900000,75359,坡道平面,0.0,0,,RPXQMLSKLHGGFCB58DA,119.88,9.77,0.0,,
西屯區,房地(土地+建物)+車位,國安一路91~120號,6.35,都市：其他:第六種住宅區,,,1100226,土地1建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971127,73.28999999999999,1,1,1,有,有,6300000,92639,坡道機械,13.92,800000,,RPUQMLQLKHGGFCB08DA,38.02,3.41,0.0,,
西屯區,房地(土地+建物)+車位,國安一路121~150號,9.84,都市：其他:第六種住宅區,,,1100303,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,111.38999999999999,2,2,1,有,有,9680000,91077,坡道機械,13.89,800000,陽台外推;其他增建;,RPXTMLNJLHGGFCB28DA,54.33,12.77,0.0,,
潭子區,房地(土地+建物)+車位,中山路一段1~30號,12.96,都市：其他:住宅區,,,1100228,土地1建物1車位1,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831205,157.16,4,2,2,有,有,7950000,50585,坡道機械,0.0,0,,RPSNMLRKLHGGFHB18DA,96.4,13.15,0.0,,
西屯區,房地(土地+建物)+車位,惠中三街1~30號,20.5,都市：其他:第六種新市政中心專用區,,,1100224,土地1建物1車位1,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960612,257.69,3,2,2,有,有,25000000,99263,坡道平面,23.06,1710000,其他增建;,RPSQMLOLKHGGFCB67DA,137.89,18.76,0.0,有,0345
北區,房地(土地+建物)+車位,太原一街1~30號,8.27,都市：其他:第二種住宅區,,,1100129,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830623,86.53999999999999,1,1,1,有,有,3740000,43217,坡道機械,0.0,0,,RPPVMLQLLHGGFBB08DA,40.45,1.92,4.32,,
北區,房地(土地+建物),健行路766巷31~60號,3.67,都市：其他:第二種住宅區,,,1100322,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840308,33.82,1,0,1,有,有,1750000,51745,,0.0,0,,RPRVMLQLLHGGFBB28DA,18.72,0.0,4.28,,
北屯區,房地(土地+建物),遼寧路一段160巷31~60號,10.82,都市：其他:第三種住宅區。,,,1100306,土地2建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890218,87.28,2,2,1,有,有,5880000,67369,,0.0,0,,RPXNMLQLLHGGFBB08DA,54.86,0.0,9.42,,
西屯區,房地(土地+建物)+車位,臺灣大道四段1171~1200號,18.95,都市：其他:第三之一種住宅區,,,1100122,土地1建物1車位2,十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960817,329.78,4,2,3,有,有,26000000,83357,坡道平面,46.66,2400000,陽台外推;其他增建;,RPPOMLMLJHGGFCB86DA,172.59,34.55,0.0,,
北屯區,房地(土地+建物)+車位,柳陽西街61~90號,14.31,都市：其他:第二種住宅區,,,1100302,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,133.02,3,2,2,有,有,10600000,79687,坡道機械,12.56,0,含土地增值稅或其他稅費;含仲介費;,RPOUMLNLLHGGFBB57DA,74.66,2.13,9.69,有,0348
北屯區,房地(土地+建物),松山街61~90號,22.14,都市：其他:第二種住宅區,,,1100228,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810908,165.09,4,2,2,有,有,7500000,45430,,0.0,0,陽台外推;,RPOOMLPLLHGGFBB17DA,122.94,0.96,13.68,,
北屯區,房地(土地+建物),文心路四段811~840號,3.32,都市：其他:第一種商業區,,,1100224,土地1建物1車位0,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,59.349999999999994,2,1,1,有,有,3300000,55602,,0.0,0,,RPOOMLKKLHGGFBB56DA,35.29,1.3,2.67,,
西區,房地(土地+建物)+車位,大進街121~150號,23.13,都市：其他:第三種住宅區。,,,1100304,土地1建物1車位2,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830114,216.34,4,2,2,有,有,13000000,60091,坡道機械,0.0,0,,RPXQMLPLLHGGFAB18DA,121.15,29.85,0.0,有,0353
南區,房地(土地+建物)+車位,復興北路361~390號,12.38,都市：其他:市場用地,,,1100204,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890518,155.38,3,2,2,有,有,11350000,73047,坡道平面,26.63,0,,RPSPMLSJLHGGFAB67DA,92.73,6.53,0.0,有,0357
鼓山區,房地(土地+建物)+車位,大順一路931~960號,14.33,都市：其他:第五種住宅區,,,1100206,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840302,168.42000000000002,3,2,2,有,有,8150000,48391,坡道平面,0.0,1000000,,RPVNMLQJKHGGFAE77DA,97.92,4.85,0.0,有,0001
鼓山區,房地(土地+建物)+車位,美術東四路211~240號,11.71,都市：其他:特定第五種住宅區,,,1100126,土地2建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951013,98.31,2,2,1,有,有,6900000,70186,坡道平面,15.49,0,,RPQNMLOLKHGGFAE27DA,48.45,8.53,0.0,有,0002
鼓山區,房地(土地+建物),馬卡道路331~360號,7.41,都市：其他:特定第四種商業區,,,1100127,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040731,81.98,2,2,1,有,有,6680000,81483,,0.0,0,,RPOOMLTJLHGGFAE57DA,49.12,4.66,0.0,有,0004
鼓山區,房地(土地+建物),文信路181~210號,6.7,都市：其他:第四種商業區,,,1100228,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901008,73.84,2,1,1,有,無,5000000,67714,,0.0,0,含土地增值稅或其他稅費30611元;,RPQNMLRKLHGGFAE57DA,47.08,8.02,0.0,,
小港區,房地(土地+建物)+車位,廈莊三街91~120號,14.3,都市：其他:第三種商業區,,,1100211,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030407,161.45,3,2,2,有,有,8800000,54506,坡道平面,19.47,0,,RPQNMLOJLHGGFCE37DA,81.23,13.71,0.0,有,0010
小港區,房地(土地+建物)+車位,青山街123巷1~30號,12.15,都市：其他:第五種住宅區,,,1100308,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840727,137.66,3,2,2,有,有,5200000,37774,坡道平面,0.0,0,,RPVNMLRKLHGGFCE28DA,88.04,8.86,0.0,,
前鎮區,房地(土地+建物)+車位,武慶一路301~330號,24.36,都市：其他:第三種特定商業專用區,,,1100209,土地3建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030715,259.24,4,2,2,有,有,19000000,73291,坡道平面,32.88,0,有裝潢,RPPPMLRKLHGGFCE87DA,132.17,15.64,0.0,有,0011
小港區,房地(土地+建物),中安路931~960號,10.01,都市：其他:第三種住宅區。,,,1100303,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830629,119.88,3,2,2,有,有,3700000,30864,,0.0,0,,RPXPMLRKLHGGFCE68DA,75.84,14.58,0.0,,
三民區,房地(土地+建物),鼎華路211~240號,9.92,都市：其他:第三種商業區,,,1100201,土地1建物1車位0,三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951207,113.32000000000001,3,2,2,有,有,5300000,46770,,0.0,0,,RPUNMLMJKHGGFDE57DA,61.6,15.66,0.0,有,0012
三民區,房地(土地+建物),鼎中路762巷61~90號,8.44,都市：其他:第五種住宅區,,,1100130,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960918,90.47,3,2,1,有,有,4390000,48524,,0.0,0,陽台外推;,RPSOMLKLKHGGFDE47DA,44.44,19.56,0.0,有,0013
三民區,房地(土地+建物),大昌二路241~270號,3.62,都市：其他:第四種商業區,,,1100223,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880731,44.88,1,1,1,有,有,1950000,43449,,0.0,0,含傢俱設備費;,RPWOMLOLKHGGFDE28DA,28.14,4.95,0.0,,
左營區,房地(土地+建物)+車位,海景街481~510號,39.09,都市：其他:第三種住宅區。,,,1100126,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991124,180.60000000000002,3,2,2,有,有,6850000,37929,坡道平面,0.0,0,,RPSOMLOJKHGGFEE77DA,100.85,8.49,0.0,,
左營區,房地(土地+建物),新莊一路181~210號,9.79,都市：其他:第五種住宅區,,,1100205,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940520,86.63,2,2,1,有,有,5300000,61180,,0.0,0,,RPQOMLSJKHGGFEE97DA,52.21,6.57,0.0,,0018
楠梓區,房地(土地+建物)+車位,壽豐路271~300號,20.68,都市：其他:第四種住宅區,,,1100219,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031125,142.22,3,2,2,有,有,7350000,51680,坡道平面,26.1,0,,RPWNMLKLKHGGFEE87DA,68.04,9.76,0.0,,0019
左營區,房地(土地+建物),大中二路541~570號,9.98,都市：其他:第五種住宅區,,,1100227,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030528,85.02000000000001,2,2,1,有,有,5100000,59986,,0.0,0,,RPPNMLRLKHGGFEE87DA,49.2,6.07,0.0,,0020
楠梓區,房地(土地+建物),土庫二路181~210號,8.46,都市：其他:第三種住宅區。,,,1100204,土地2建物1車位0,九層,二十層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030626,80.05,2,2,1,有,有,4460000,55715,,0.0,0,,RPXOMLPJLHGGFEE48DA,45.56,6.42,0.0,,0023
左營區,房地(土地+建物)+車位,重立路361~390號,13.47,都市：其他:第四種住宅區,,,1100131,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941006,99.64,2,1,1,有,有,6100000,61220,坡道平面,13.46,0,,RPTPMLKKLHGGFEE77DA,52.45,4.41,0.0,,
楠梓區,房地(土地+建物),楠梓新路261巷16弄1~30號,10.8,都市：其他:第四種住宅區,,,1100202,土地1建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830628,116.71000000000001,3,2,2,有,有,4260000,36501,,0.0,0,,RPOSMLPKLHGGFEE08DA,94.36,11.14,0.0,,0025
楠梓區,房地(土地+建物)+車位,加宏路117巷1~30號,12.26,都市：其他:第五種住宅區,,,1100302,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941130,105.68,2,1,1,有,有,5000000,47313,坡道平面,20.01,0,,RPSQMLQKLHGGFEE38DA,48.83,10.1,0.0,,
楠梓區,房地(土地+建物)+車位,裕昌街151~180號,12.07,都市：其他:第四種商業區,,,1100227,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030423,126.15,3,2,2,有,有,6600000,52319,坡道機械,6.72,0,,RPPOMLRKLHGGFEE97DA,71.28,8.58,0.0,,0027
左營區,房地(土地+建物)+車位,文自路781~810號,15.87,都市：其他:第五種住宅區,,,1100222,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021014,158.5,3,2,2,有,有,9500000,59937,坡道平面,40.32,0,,RPQNMLSKLHGGFEE08DA,62.53,12.51,0.0,,0029
左營區,房地(土地+建物),文奇路181~210號,8.69,都市：其他:第三種商業區,,,1100223,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871130,139.43,3,2,2,有,有,6500000,46618,,0.0,0,,RPROMLSKLHGGFEE28DA,76.68,7.58,0.0,,0030
左營區,房地(土地+建物),崇德路8巷1~30號,11.22,都市：其他:第三種商業區,,,1091214,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871130,161.39000000000001,3,2,2,有,有,7950000,49260,,0.0,0,,RPSOMLSKLHGGFEE38DA,98.75,13.51,0.0,,0031
岡山區,房地(土地+建物)+車位,岡山路511~540號,8.54,都市：其他:住宅區,,,1100225,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841118,146.32,4,2,2,有,有,4250000,29046,坡道平面,0.0,0,,RPUOMLNJLHGGFFE08DA,82.06,11.07,0.0,有,0032
岡山區,房地(土地+建物)+車位,岡山路61~90號,35.55,都市：其他:住宅區,,,1100219,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950512,179.73000000000002,3,1,2,有,有,6680000,37167,坡道平面,0.0,0,,RPSNMLTKLHGGFFE48DA,102.32,10.52,0.0,有,0037
大社區,房地(土地+建物),翠屏路84巷61~90號,17.77,都市：其他:住宅區(住二),,,1100307,土地1建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830128,107.5,3,2,2,有,有,3360000,31256,,0.0,0,,RPXNMLSKLHGGFIE56DA,74.78,9.82,0.0,有,0049
湖內區,房地(土地+建物),東方路105巷2弄1~30號,7.25,都市：其他:住宅區,,,1100227,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830630,26.990000000000002,1,1,1,有,有,900000,33346,,0.0,0,,RPQNMLRKLHGGFJE48DA,17.03,2.48,0.0,,
楠梓區,房地(土地+建物),旗楠路126巷91~120號,13.56,都市：其他:第三種商業區,,,1100206,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811222,111.72,3,2,2,有,有,4060000,36341,,0.0,0,,RPQQMLSKLHGGFEE48EA,76.85,10.22,0.0,,0063
左營區,房地(土地+建物)+車位,緯六路241~270號,33.41,都市：其他:第四種住宅區,,,1091230,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991216,173.82,3,2,2,有,有,6360000,36590,坡道平面,0.0,0,,RPSOMLMLLHGGFEE97EA,94.86,8.49,0.0,有,0064
前鎮區,房地(土地+建物)+車位,育樂路1~30號,7.95,都市：其他:市場用地,,,1100221,土地1建物1車位1,十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871117,88.82,2,1,1,有,有,3450000,38843,坡道機械,13.47,0,,RPUNMLTKLHGGFCE48EA,46.04,9.67,0.0,,
大寮區,房地(土地+建物),鳳林三路301~330號,12.43,都市：其他:市場用地,,,1100206,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901230,129.29000000000002,3,2,2,有,有,3600000,27844,,0.0,0,,RPRNMLSKLHGGFLE88DA,83.01,0.0,12.44,,
湖內區,房地(土地+建物),東方路105巷4弄1~30號,4.71,都市：其他:住宅區,,,1100306,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830718,30.48,1,1,0,有,有,730000,23950,,0.0,0,,RPTNMLNLLHGGFJE48DA,20.19,2.86,0.0,有,0070
鳥松區,房地(土地+建物),松埔北巷1~30號,55.79,,鄉村區,乙種建築用地,1100119,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800320,161.14,3,2,2,有,有,5350000,33201,,0.0,0,,RPUNMLLLJHGGFIE08DA,106.94,14.36,0.0,有,0072
岡山區,房地(土地+建物)+車位,勵志二路31~60號,34.48,都市：其他:住宅區,,,1091230,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950512,173.74,3,2,2,有,有,6400000,36837,坡道平面,0.0,0,,RPTOMLLKJHGGFFE67DA,95.76,13.12,0.0,,
左營區,房地(土地+建物)+車位,文自路781~810號,10.66,都市：其他:第五種住宅區,,,1100219,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890705,98.14,2,1,1,有,有,6000000,61137,坡道機械,13.28,0,附家具家電裝潢,RPXOMLSKLHGGFEE88DA,56.6,6.89,0.0,,0085
左營區,房地(土地+建物),城峰路1~30號,9.13,都市：其他:第五種住宅區,,,1100310,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970410,90.99,2,2,1,有,有,4000000,43961,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPRMLSKLHGGFEE38DA,55.07,8.58,0.0,,
左營區,房地(土地+建物),光興街58巷1~30號,19.06,都市：其他:第三種住宅區。,,,1100203,土地1建物1車位0,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860122,181.71,4,2,2,有,有,9000000,49529,,0.0,0,,RPPRMLRKLHGGFEE28DA,116.04,24.48,0.0,,
楠梓區,房地(土地+建物)+車位,藍田路811~840號,39.51,都市：其他:第四種住宅區,,,1100210,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031013,265.28,4,2,3,有,有,13500000,50890,坡道平面,18.9,0,,RPTNMLQKLHGGFEE18DA,143.33,19.92,0.0,,0088
左營區,房地(土地+建物),果峰街3巷1~30號,25.71,都市：其他:特定住宅區,,,1100111,土地2建物1車位0,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741129,111.98,3,2,2,有,有,3280000,29291,,0.0,0,,RPUNMLMKJHGGFEE67DA,83.59,11.7,0.0,,
三民區,房地(土地+建物),大連街361~390號,4.3,都市：其他:第四種住宅區,,,1100220,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970116,35.69,1,0,1,有,有,2600000,72850,,0.0,0,,RPTNMLSKLHGGFDE28DA,18.58,3.3,0.0,有,0093
三民區,房地(土地+建物),鼎和街45巷1~30號,7.68,都市：其他:第五種住宅區,,,1100310,土地1建物1車位0,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,94.63,4,0,4,有,有,4500000,47554,,0.0,0,陽台外推;,RPXNMLLKLHGGFDE97DA,60.11,14.62,0.0,有,0094
