鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
八里區,房地(土地+建物)+車位,龍米路一段301~330號,8.05,都市：其他:住宅區,,,1100301,土地1建物1車位1,二十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011119,118.63,0,1,1,有,有,10500000,88510,坡道平面,32.22,0,,RPQOMLOLLHGGFEF08EA,45.89,0.0,10.37,,
汐止區,房地(土地+建物),復興路1~30號,6.55,都市：其他:商業區,,,1100222,土地3建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961009,81.21,2,2,1,有,有,11500000,141608,,0.0,0,,RPQOMLMLLHGGFDF77EA,55.51,0.0,5.21,,
汐止區,房地(土地+建物)+車位,湖前街110巷97弄1~30號,30.4,,山坡地保育區,丙種建築用地,1100221,土地8建物1車位1,二十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,116.00999999999999,2,2,1,有,有,8100000,69822,坡道機械,24.63,0,,RPROMLMLLHGGFDF87EA,52.13,0.0,9.18,,
新店區,房地(土地+建物)+車位,北新路二段211~240號,23.83,都市：其他:第四種住宅區,,,1100220,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841027,143.35,3,2,1,有,有,21000000,165100,坡道機械,25.24,1500000,,RPPPMLMLLHGGFCF67EA,83.19,1.55,11.83,,
新店區,房地(土地+建物)+車位,中央路151~180號,26.83,都市：其他:捷運系統用地,,,1100201,土地3建物1車位1,十六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼筋混凝土構造,1011114,162.53,3,2,2,有,有,26880000,178530,坡道平面,25.97,2500000,,RPOPMLNLLHGGFCF67EA,83.4,1.8,6.88,有,0218
新店區,房地(土地+建物),溪園路481~510號,6.37,都市：其他:第四種住宅區,,,1100208,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911121,58.25,1,1,1,有,有,9000000,154506,,0.0,0,,RPXOMLOLLHGGFCF58EA,35.64,0.0,10.74,,
林口區,房地(土地+建物),文化二路一段120巷1~30號,19.8,都市：其他:第五種住宅區,,,1100217,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840224,102.08999999999999,3,2,2,有,有,8700000,85219,,0.0,0,陽台外推;,RPXQMLOLLHGGFBF68EA,76.81,1.5,10.68,,
板橋區,房地(土地+建物),雨農路27巷1~30號,1.88,都市：其他:市場用地,,,1100131,土地1建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,26.979999999999997,1,1,1,有,有,4180000,154930,,0.0,0,陽台外推;,RPQTMLNLLHGGFAF08EA,17.61,0.0,4.54,,
土城區,房地(土地+建物),金城路三段241~270號,6.11,都市：其他:第一種住宅區,,,1100130,土地1建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840905,73.51,2,2,1,有,有,7700000,104748,,0.0,0,陽台外推;,RPUTMLNLLHGGFAF48EA,48.83,3.45,9.67,,
樹林區,房地(土地+建物)+車位,學勤路421~450號,15.58,都市：其他:商業區,,,1100226,土地1建物1車位1,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971030,188.01999999999998,3,2,2,有,有,17800000,94671,坡道平面,39.83,0,,RPWRMLOLLHGGFIF66DA,91.3,0.0,12.42,,
永和區,房地(土地+建物)+車位,永元路95巷1~30號,23.46,都市：其他:道路用地,,,1100206,土地2建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950103,171.38,3,2,2,有,有,23450000,136830,坡道機械,0.0,0,陽台外推;,RPUPMLSKLHGGFHF09DA,94.99,1.18,10.55,,
永和區,房地(土地+建物)+車位,福和路1~30號,14.93,都市：其他:商業區,,,1100218,土地4建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931029,139.57999999999998,3,2,2,有,有,21000000,150462,坡道機械,0.0,0,陽台外推;其他增建;,RPSQMLTJLHGGFHF98DA,73.5,3.21,7.17,,
永和區,房地(土地+建物)+車位,環河西路一段61~90號,5.37,都市：其他:住宅區,,,1091124,土地4建物1車位1,二十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920904,110.7,2,1,1,有,有,14370000,129810,坡道機械,25.6,0,陽台外推;其他增建;,RPWQMLKKLHGGFHF58DA,56.25,0.53,8.42,,
中和區,房地(土地+建物),福祥路61~90號,6.55,都市：其他:住宅區,,,1100207,土地5建物1車位0,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960828,57.47,3,1,1,有,有,8580000,149295,,0.0,0,陽台外推;夾層;其他增建;,RPXTMLPJLHGGFHF76DA,35.16,0.0,6.34,,
中和區,房地(土地+建物)+車位,中正路811~840號,9.9,都市：其他:道路用地,,,1100131,土地2建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,143.52,3,2,2,有,有,13000000,90580,坡道平面,36.98,0,,RPOTMLOJLHGGFHF38DA,73.61,0.9,10.74,,
中和區,房地(土地+建物),民樂路1~30號,7.34,都市：其他:市場用地,,,1100123,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940426,101.17,3,2,2,有,有,11100000,109716,,0.0,0,陽台外推;其他增建;,RPXOMLOLKHGGFHF88DA,53.04,0.0,18.12,,
蘆洲區,房地(土地+建物)+車位,三民路211~240號,17.95,都市：其他:住宅區,,,1100221,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910305,161.36,3,2,2,有,有,18530000,114836,坡道機械,20.8,0,,RPUQMLMLLHGGFGF58DA,104.37,0.0,12.05,,
淡水區,房地(土地+建物)+車位,八勢路1~30號,52.33,都市：其他:住宅區(一),,,1091205,土地1建物1車位2,二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070207,266.76,4,2,2,有,無,22800000,107372,坡道平面,86.08,3400000,,RPPPMLNLLHGGFEF87DA,117.11,0.0,4.91,有,0235
淡水區,房地(土地+建物)+車位,新市二路一段121~150號,17.55,都市：其他:第五種住宅區,,,1100217,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,138.45,2,1,1,有,有,6600000,47671,坡道平面,37.86,0,,RPRQMLMLLHGGFEF08DA,53.39,4.13,3.79,有,0239
淡水區,房地(土地+建物)+車位,中正東路二段61~90號,4.62,都市：其他:住宅區(三),,,1100305,土地2建物1車位1,十三層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0880704,92.95,2,2,1,有,有,8500000,91447,坡道機械,0.0,0,,RPXQMLMLLHGGFEF68DA,43.55,2.62,5.29,,
三重區,房地(土地+建物),成功路91~120號,7.6,都市：其他:道路用地,,,1100108,土地3建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041105,87.05,2,1,1,有,有,12600000,144744,,0.0,0,,RPWOMLMKLHGGFGF48DA,42.93,7.97,6.06,有,0242
淡水區,房地(土地+建物),中正東路一段121~150號,6.58,都市：其他:商業區(二),,,1100312,土地1建物1車位0,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940714,82.28,2,2,1,有,有,6750000,82037,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPQNMLKLLHGGFEF47DA,47.79,0.92,10.85,有,0245
淡水區,房地(土地+建物)+車位,新市三路一段121~150號,12.03,都市：其他:第五種住宅區,,,1100225,土地1建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,5800000,66820,坡道平面,25.02,0,,RPUOMLOJLHGGFEF18DA,35.65,1.96,4.03,有,0246
汐止區,房地(土地+建物)+車位,福德二路61~90號,21.06,都市：其他:第二種住宅區,,,1100305,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980224,206.76,4,2,2,有,有,23000000,111240,坡道平面,13.26,0,,RPXNMLNLLHGGFDF38DA,111.72,2.98,17.12,有,0248
汐止區,房地(土地+建物),大同路二段241~270號,6.62,都市：其他:第二種住宅區,,,1100221,土地1建物1車位0,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,73.66,2,1,1,有,有,10400000,141189,,0.0,0,,RPVPMLMLLHGGFDF28DA,259.86,0.0,15.76,有,0249
汐止區,房地(土地+建物)+車位,茄苳路91~120號,25.41,都市：其他:第二種住宅區,,,1100228,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0870921,157.27,3,2,2,有,有,11680000,74267,其他,0.0,0,,RPURMLMLLHGGFDF38DA,98.48,0.0,14.2,,
汐止區,房地(土地+建物)+車位,水源路二段31~60號,25.53,都市：其他:第二種住宅區,,,1100202,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840717,193.61,3,2,2,有,有,13680000,70658,坡道平面,39.61,0,,RPSNMLLKLHGGFDF57DA,121.5,0.0,17.63,,
新店區,房地(土地+建物)+車位,安民街31~60號,25.71,都市：其他:第三種住宅區。,,,1100203,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980501,218.15,4,2,2,有,有,25000000,114600,坡道平面,35.0,0,,RPOOMLNLLHGGFCF47DA,109.27,10.36,13.7,,
新店區,房地(土地+建物),達觀路1~30號,30.09,,山坡地保育區,丙種建築用地,1100301,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850514,59.33,1,1,1,有,有,4500000,75847,,0.0,0,,RPQOMLMLLHGGFCF57DA,40.92,0.0,5.88,有,0255
新店區,房地(土地+建物)+車位,中央路181~210號,50.88,都市：其他:捷運系統用地,,,1091221,土地3建物1車位1,十八層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼筋混凝土構造,1011114,288.63,4,2,3,有,有,43880000,152029,坡道平面,25.97,0,,RPXNMLNJLHGGFCF08DA,156.24,8.68,13.74,有,0256
新店區,房地(土地+建物),安祥路91~120號,52.48,,山坡地保育區,丙種建築用地,1091223,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830927,108.53,3,2,2,有,有,5850000,53902,,0.0,0,其他增建為加鐵窗其他增建;,RPWOMLTJLHGGFCF68DA,90.14,1.71,8.78,,
新店區,房地(土地+建物)+車位,三民路61~90號,21.78,都市：其他:第四種住宅區,,,1100116,土地1建物1車位1,十二層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780703,197.44,4,2,2,有,有,24580000,124500,坡道平面,0.0,2300000,陽台外推;其他增建;,RPTNMLLKLHGGFCF57DA,135.08,0.0,17.13,,
新莊區,房地(土地+建物),中港路541~570號,10.18,都市：其他:住宅區,,,1100126,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850809,72.66,2,1,1,有,有,8300000,114231,,0.0,0,,RPUNMLOLLHGGFBF97DA,49.17,0.56,10.46,有,0258
五股區,房地(土地+建物)+車位,登林路61~90號,15.32,都市：其他:住宅區,,,1100301,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900611,127.14,4,1,2,有,有,7950000,62529,坡道平面,0.0,0,夾層;,RPUUMLQKLHGGFBF78DA,57.62,0.0,8.83,,
新莊區,房地(土地+建物),中原路301~330號,18.36,都市：其他:住宅區,,,1100227,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890718,109.21000000000001,3,2,2,有,有,13220000,121051,,0.0,0,陽台外推;其他增建;,RPOOMLRLKHGGFBF67DA,78.03,0.0,9.14,,
林口區,房地(土地+建物)+車位,信義路211~240號,24.07,都市：其他:中心商業區,,,1100220,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961109,241.81,4,2,3,有,有,17100000,70717,坡道平面,25.22,0,,RPPRMLMLKHGGFBF57DA,136.44,2.88,16.52,,
板橋區,房地(土地+建物),民生路三段301~330號,3.2,都市：其他:住宅區,,,1100207,土地1建物1車位0,二十六層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,94.77,3,2,2,有,有,14760000,155745,,0.0,0,陽台外推;夾層;其他增建;,RPRONLQKLHGGFAF87DA,54.4,0.0,11.52,,
板橋區,房地(土地+建物),民生路三段301~330號,1.31,都市：其他:住宅區,,,1100202,土地1建物1車位0,二十五層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,38.120000000000005,1,1,1,有,有,6200000,162644,,0.0,0,,RPRNMLTKLHGGFAF97DA,24.65,0.0,0.0,有,0272
土城區,房地(土地+建物),學府路二段7巷1~30號,14.18,都市：其他:第一種住宅區,,,1100218,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830614,99.53999999999999,2,2,1,有,有,12280000,123367,,0.0,0,,RPXSMLSKKHGGFAF88DA,74.07,0.0,8.34,,
板橋區,房地(土地+建物)+車位,民生路三段301~330號,5.37,都市：其他:住宅區,,,1100106,土地1建物1車位1,二十四層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,179.89999999999998,3,2,2,有,有,18800000,115870,坡道平面,34.91,2000000,陽台外推;,RPQRMLKKLHGGFAF37DA,90.16,0.0,14.26,,
板橋區,房地(土地+建物)+車位,廣和街31~60號,20.57,都市：其他:住宅區,,,1091212,土地1建物1車位2,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970515,174.26,3,2,2,有,有,21200000,120450,坡道平面,23.99,3100000,陽台外推;,RPXVMLKLKHGGFAF48DA,79.74,3.55,11.19,,
板橋區,房地(土地+建物),新府路91~120號,2.73,都市：其他:第二種特定專用區,,,1100219,土地1建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971119,37.91,1,1,1,有,有,7800000,205750,,0.0,0,夾層;,RPRSMLOLKHGGFAF97DA,22.26,0.0,2.04,,
板橋區,房地(土地+建物),文化路一段361~390號,2.77,都市：其他:住宅區,,,1100226,土地1建物1車位0,十層,四十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,0990715,54.15,1,1,1,有,有,11660000,215328,,0.0,0,陽台外推;夾層;其他增建;,RPSRNLRKLHGGFAF38DA,33.06,0.0,5.38,有,0277
土城區,房地(土地+建物),中央路二段149巷10弄1~30號,7.9,都市：其他:第二種住宅區,,,1100207,土地4建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,65.23,1,1,1,有,有,7800000,119577,,0.0,0,,RPQNOLRKLHGGFAF87DA,49.25,0.0,6.51,,
板橋區,房地(土地+建物)+車位,光環路二段1~30號,9.58,都市：其他:住宅區,,,1100301,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021226,143.69,2,2,2,有,有,18300000,127358,坡道平面,21.01,0,預售屋、或土地及建物分次登記案件;,RPUPMLNLLHGGFAF97DA,70.44,4.67,9.08,有,0281
林口區,房地(土地+建物)+車位,仁愛路二段511~540號,18.99,都市：其他:中心商業區,,,1100129,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,189.12,3,2,2,有,有,14650000,77464,坡道平面,39.18,0,,RPOQMLSJKHGGFBF77DA,89.73,0.0,10.54,,
新莊區,房地(土地+建物),立信三街12巷1~30號,15.66,都市：其他:住宅區,,,1100302,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951229,118.74000000000001,3,2,2,有,有,15200000,128011,,0.0,0,其他增建;,RPVSMLMJLHGGFBF18DA,76.63,1.23,8.62,有,0284
泰山區,房地(土地+建物),仁武街91~120號,12.93,都市：其他:第二種住宅區,,,1100226,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970319,89.3,2,2,1,有,有,9500000,106383,,0.0,0,,RPSUMLLKLHGGFBF08DA,57.98,0.0,3.18,有,0285
新店區,房地(土地+建物),中央路105巷1~30號,7.79,都市：其他:第四種住宅區,,,1091222,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861122,70.97,2,2,1,有,有,12300000,173313,,0.0,0,陽台外推;其他增建;,RPTNMLSLJHGGFCF18DA,49.86,1.05,6.26,,
新店區,房地(土地+建物),中興路三段121~150號,10.55,都市：其他:第四種住宅區,,,1100121,土地1建物1車位0,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810502,145.67,4,2,2,有,有,20950000,143818,,0.0,0,,RPSNMLNLLHGGFCF77DA,122.06,0.95,15.94,,
新店區,房地(土地+建物)+車位,安民街156巷31~60號,17.95,都市：其他:第三種住宅區。,,,1100127,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990610,138.68,3,2,2,有,有,15500000,111768,坡道平面,33.06,0,陽台外推;,RPSNMLTKLHGGFCF28DA,67.52,0.0,15.3,,
汐止區,房地(土地+建物),大同路二段211~240號,3.47,都市：其他:道路用地,,,1100307,土地2建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850710,37.51,1,1,1,有,有,4500000,119968,,0.0,0,夾層;,RPUOMLNLLHGGFDF18DA,24.15,0.0,3.76,,
淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,28.16,都市：其他:第三種住宅區。,,,1091226,土地1建物1車位1,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,174.39,3,2,2,有,有,12080000,74711,坡道平面,30.1,1300000,預售屋、或土地及建物分次登記案件;,RPOQMLMKLHGGFEF67DA,86.01,8.0,5.87,,
淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,28.16,都市：其他:第三種住宅區。,,,1100219,土地1建物1車位1,二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,174.39,3,2,2,有,有,12000000,74156,坡道平面,30.1,1300000,預售屋、或土地及建物分次登記案件;,RPTRMLPKLHGGFEF58DA,86.01,8.0,5.87,,
淡水區,房地(土地+建物)+車位,沙崙路一段121~150號,29.46,都市：其他:第三種住宅區。,,,1100209,土地1建物1車位1,二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,179.98000000000002,3,2,2,有,有,16800000,103416,坡道平面,30.1,1300000,預售屋、或土地及建物分次登記案件;,RPXOMLLKLHGGFEF28DA,89.98,8.32,5.1,,
淡水區,房地(土地+建物)+車位,沙崙路一段121~150號,16.83,都市：其他:第三種住宅區。,,,1100130,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,116.84,2,1,1,有,有,7660000,74475,坡道平面,30.1,1200000,預售屋、或土地及建物分次登記案件;,RPSQMLKKLHGGFEF87DA,51.01,4.07,5.36,,
淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,29.54,都市：其他:第三種住宅區。,,,1090715,土地1建物1車位1,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,180.29,3,2,2,有,有,12100000,72575,坡道平面,30.1,1200000,預售屋、或土地及建物分次登記案件;,RPXQMLOJLHGGFEF68DA,90.21,8.32,5.1,,
淡水區,房地(土地+建物)+車位,新市三路二段211~240號,11.23,都市：其他:第三之一種中心商業區,,,1100119,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,161.2,3,2,2,有,有,11260000,75034,坡道平面,30.46,1450000,含裝潢費1480000元;,RPRRMLSJLHGGFEF58DA,74.97,4.82,7.14,,
淡水區,房地(土地+建物)+車位,濱海路三段121~150號,39.62,都市：其他:鄰里商業區,,,1100207,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040312,210.49,3,2,2,有,有,10800000,51309,坡道平面,47.62,0,,RPWPMLTKLHGGFEF09DA,98.25,8.51,6.5,,
淡水區,房地(土地+建物)+車位,新市三路一段61~90號,26.91,都市：其他:第五種住宅區,,,1100207,土地1建物1車位1,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.58999999999997,3,2,2,有,有,14400000,84652,坡道平面,25.02,1400000,,RPORMLMLLHGGFEF87DA,88.94,3.61,11.58,,
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,16.92,都市：其他:第五種住宅區,,,1091204,土地1建物1車位1,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,2,有,有,8670000,81490,坡道平面,25.02,1300000,,RPPRMLMLLHGGFEF97DA,53.25,3.72,4.17,,
淡水區,房地(土地+建物)+車位,新市三路一段61~90號,26.91,都市：其他:第五種住宅區,,,1100222,土地1建物1車位1,二十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.58999999999997,3,2,2,有,有,14880000,86801,坡道平面,25.02,1550000,,RPQRMLMLLHGGFEF08DA,88.94,3.61,11.58,,
淡水區,房地(土地+建物)+車位,新市三路一段31~60號,16.72,都市：其他:第五種住宅區,,,1100302,土地1建物1車位1,二十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,114.43,2,1,2,有,有,8600000,81646,坡道平面,25.02,1300000,,RPRRMLMLLHGGFEF18DA,52.13,3.93,4.66,,
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,16.92,都市：其他:第五種住宅區,,,1100308,土地1建物1車位1,二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,2,有,有,8130000,75520,坡道平面,25.02,1300000,,RPSRMLMLLHGGFEF28DA,53.25,3.72,4.17,,
淡水區,房地(土地+建物)+車位,八勢路2巷1~30號,57.94,都市：其他:住宅區(一),,,1100109,土地1建物1車位1,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1061213,223.76,3,2,2,有,有,22630000,111868,坡道平面,35.77,1600000,,RPUOMLNLLHGGFEF28DA,105.43,6.46,13.28,,
淡水區,房地(土地+建物),水源街二段177巷61~90號,5.35,都市：其他:住宅區,,,1100312,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,40.27,1,1,1,有,有,3400000,84430,,0.0,0,夾層;,RPTOMLOLLHGGFEF28DA,20.86,0.26,3.41,有,0304
蘆洲區,房地(土地+建物)+車位,水湳街31~60號,14.48,都市：其他:市場用地,,,1100116,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871119,181.81,4,2,2,有,有,20210000,111160,坡道平面,36.03,0,,RPSRMLMLLHGGFGF48DA,107.84,0.0,2.18,,
三重區,房地(土地+建物)+車位,中正南路211~240號,8.7,都市：其他:住宅區,,,1100203,土地1建物1車位1,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021206,102.82,2,2,1,有,有,14850000,144427,坡道機械,9.26,0,,RPVOMLMLLHGGFGF48DA,47.27,9.87,5.35,有,0307
三重區,房地(土地+建物)+車位,環河北路三段511~540號,19.86,都市：其他:住宅區,,,1100224,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980121,143.88,2,1,1,有,有,16260000,113019,坡道平面,37.1,0,陽台外推;,RPVSMLNLLHGGFGF98DA,59.07,3.44,10.02,有,0308
中和區,房地(土地+建物),福祥路1~30號,5.15,都市：其他:住宅區,,,1100210,土地3建物1車位0,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,55.379999999999995,0,0,0,無,有,8380000,151318,,0.0,0,,RPQPMLOLLHGGFHF38DA,31.83,0.0,4.72,有,0312
三峽區,房地(土地+建物),復興路151~180號,4.02,都市：其他:道路用地,,,1100223,土地2建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830510,39.29,1,1,1,有,有,3800000,96717,,0.0,0,,RPURMLOLLHGGFIF09DA,26.36,0.0,6.14,,
三峽區,房地(土地+建物),復興路42巷1~30號,7.56,都市：其他:住宅區,,,1100301,土地1建物1車位0,一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,79.96000000000001,3,2,1,有,有,8300000,103802,,0.0,0,其他增建;,RPVPMLNLLHGGFIF88DA,60.19,12.2,0.0,有,0315
樹林區,房地(土地+建物),佳園路三段121~150號,17.04,都市：其他:住宅區,,,1100306,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960801,105.53,3,2,2,有,有,10300000,97603,,0.0,0,,RPQRMLOLLHGGFIF68DA,71.72,1.58,4.49,有,0316
土城區,房地(土地+建物),中央路四段54巷1~30號,8.97,都市：其他:住宅區,,,1100226,土地1建物1車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880610,98.75,2,2,2,有,有,10500000,106329,,0.0,0,陽台外推;其他增建;,RPSNMLMLLHGGFAF57EA,67.23,0.0,8.39,,
林口區,房地(土地+建物)+車位,信義路271~300號,8.72,都市：其他:中心商業區,,,1100209,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980604,108.36,1,1,1,有,有,8800000,93279,其他,30.1,1500000,,RPORMLOLLHGGFBF87EA,50.87,0.9,3.02,有,0319
五股區,房地(土地+建物),成泰路一段7巷15弄1~30號,14.21,都市：其他:住宅區,,,1100228,土地2建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830702,88.44,3,2,1,有,有,6800000,76888,,0.0,0,其他增建;,RPTRMLNLLHGGFBF28EA,69.33,1.83,8.08,有,0320
新店區,房地(土地+建物),安成街2巷1~30號,11.21,都市：其他:第三種住宅區。,,,1100223,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030708,92.02000000000001,2,1,1,有,有,9205000,100033,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPPMLOLLHGGFCF87EA,53.28,1.48,8.23,有,0324
新店區,房地(土地+建物),安祥路110巷1~30號,48.97,,山坡地保育區,丙種建築用地,1100302,土地1建物1車位0,五層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,103.14999999999999,3,2,2,有,有,5500000,53320,,0.0,0,,RPRPMLOLLHGGFCF08EA,86.04,1.7,9.95,,
